Access Type,City,County,Date Opened,Date Updated,Day Confirmation,Day Opening,Day Updated,Ev Connector Types,Ev Network,Ev Pricing,Facility Type,Geocode Status,Last Confirmed Date,Month Confirmation,Month Opening,Month Updated,Renewable Source On Site,Restricted Access,Station Name,Street Address,Year Confirmation,Year Opening,Year Updated,Zip (Final Processed Dataset - Final Processed Dataset.Csv),Dc Fast Count,F1,Latitude,Level1 Count,Level2 Count,Longitude,Number of Vehicles
public,Irvine,Orange,4/27/2021,2022-10-21 00:55:40+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 15555 LCR 07,15555 Laguna Canyon Rd,2022,2021,2022,92618,0,6546,33.668021,0,1,-117.760631,740
public,Irvine,Orange,4/27/2021,2022-10-21 00:59:17+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 15555 LCR 08,15555 Laguna Canyon Rd,2022,2021,2022,92618,0,6707,33.668043,0,1,-117.760606,1310
public,Irvine,Orange,4/27/2021,2022-10-21 00:59:17+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 15555 LCR 08,15555 Laguna Canyon Rd,2022,2021,2022,92618,0,6711,33.668043,0,1,-117.760606,740
public,Irvine,Orange,4/27/2021,2022-10-21 01:14:53+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC CBC 125 TECH 01,125 Technology Dr,2022,2021,2022,92618,0,6728,33.662116,0,1,-117.744807,1310
public,Irvine,Orange,4/27/2021,2022-10-21 01:14:53+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC CBC 125 TECH 01,125 Technology Dr,2022,2021,2022,92618,0,6732,33.662116,0,1,-117.744807,740
public,Irvine,Orange,4/27/2021,2022-10-21 01:14:53+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC CBC 125 TECH 02,123 Technology Dr,2022,2021,2022,92618,0,6743,33.662118,0,1,-117.744781,1310
public,Irvine,Orange,4/27/2021,2022-10-21 01:14:53+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC CBC 125 TECH 02,123 Technology Dr,2022,2021,2022,92618,0,6747,33.662118,0,1,-117.744781,740
public,Irvine,Plumas,4/27/2021,2022-10-21 00:55:40+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 525 TECH 06,525 Technology Dr,2022,2021,2022,92618,0,6532,33.671794,0,1,-117.759028,13
public,Irvine,Plumas,4/27/2021,2022-10-21 00:55:40+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 15555 LCR 07,15555 Laguna Canyon Rd,2022,2021,2022,92618,0,6547,33.668021,0,1,-117.760631,13
public,Irvine,Plumas,4/27/2021,2022-10-21 00:59:17+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 15555 LCR 08,15555 Laguna Canyon Rd,2022,2021,2022,92618,0,6712,33.668043,0,1,-117.760606,13
public,Irvine,Plumas,4/27/2021,2022-10-21 01:14:53+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC CBC 125 TECH 01,125 Technology Dr,2022,2021,2022,92618,0,6733,33.662116,0,1,-117.744807,13
public,Irvine,Plumas,4/27/2021,2022-10-21 01:14:53+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC CBC 125 TECH 02,123 Technology Dr,2022,2021,2022,92618,0,6748,33.662118,0,1,-117.744781,13
public,Irvine,Riverside,4/27/2021,2022-10-21 00:55:40+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 525 TECH 06,525 Technology Dr,2022,2021,2022,92618,0,6528,33.671794,0,1,-117.759028,506
public,Irvine,Riverside,4/27/2021,2022-10-21 00:55:40+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 525 TECH 06,525 Technology Dr,2022,2021,2022,92618,0,6536,33.671794,0,1,-117.759028,7
public,Irvine,Riverside,4/27/2021,2022-10-21 00:55:40+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 15555 LCR 07,15555 Laguna Canyon Rd,2022,2021,2022,92618,0,6543,33.668021,0,1,-117.760631,506
public,Irvine,Riverside,4/27/2021,2022-10-21 00:55:40+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 15555 LCR 07,15555 Laguna Canyon Rd,2022,2021,2022,92618,0,6551,33.668021,0,1,-117.760631,7
public,Irvine,Riverside,4/27/2021,2022-10-21 00:59:17+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 15555 LCR 08,15555 Laguna Canyon Rd,2022,2021,2022,92618,0,6708,33.668043,0,1,-117.760606,506
public,Irvine,Riverside,4/27/2021,2022-10-21 00:59:17+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 15555 LCR 08,15555 Laguna Canyon Rd,2022,2021,2022,92618,0,6716,33.668043,0,1,-117.760606,7
public,Irvine,Riverside,4/27/2021,2022-10-21 01:14:53+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC CBC 125 TECH 01,125 Technology Dr,2022,2021,2022,92618,0,6729,33.662116,0,1,-117.744807,506
public,Irvine,Riverside,4/27/2021,2022-10-21 01:14:53+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC CBC 125 TECH 01,125 Technology Dr,2022,2021,2022,92618,0,6737,33.662116,0,1,-117.744807,7
public,Irvine,Riverside,4/27/2021,2022-10-21 01:14:53+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC CBC 125 TECH 02,123 Technology Dr,2022,2021,2022,92618,0,6744,33.662118,0,1,-117.744781,506
public,Irvine,Riverside,4/27/2021,2022-10-21 01:14:53+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC CBC 125 TECH 02,123 Technology Dr,2022,2021,2022,92618,0,6752,33.662118,0,1,-117.744781,7
public,Irvine,San Bernardino,4/27/2021,2022-10-21 00:55:40+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 525 TECH 06,525 Technology Dr,2022,2021,2022,92618,0,6534,33.671794,0,1,-117.759028,1
public,Irvine,San Bernardino,4/27/2021,2022-10-21 00:55:40+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 15555 LCR 07,15555 Laguna Canyon Rd,2022,2021,2022,92618,0,6549,33.668021,0,1,-117.760631,1
public,Irvine,San Bernardino,4/27/2021,2022-10-21 00:59:17+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 15555 LCR 08,15555 Laguna Canyon Rd,2022,2021,2022,92618,0,6714,33.668043,0,1,-117.760606,1
public,Irvine,San Bernardino,4/27/2021,2022-10-21 01:14:53+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC CBC 125 TECH 01,125 Technology Dr,2022,2021,2022,92618,0,6735,33.662116,0,1,-117.744807,1
public,Irvine,San Bernardino,4/27/2021,2022-10-21 01:14:53+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC CBC 125 TECH 02,123 Technology Dr,2022,2021,2022,92618,0,6750,33.662118,0,1,-117.744781,1
public,Irvine,San Diego,4/27/2021,2022-10-21 00:55:40+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 525 TECH 06,525 Technology Dr,2022,2021,2022,92618,0,6525,33.671794,0,1,-117.759028,1
public,Irvine,San Diego,4/27/2021,2022-10-21 00:55:40+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 525 TECH 06,525 Technology Dr,2022,2021,2022,92618,0,6526,33.671794,0,1,-117.759028,696
public,Irvine,San Diego,4/27/2021,2022-10-21 00:55:40+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 15555 LCR 07,15555 Laguna Canyon Rd,2022,2021,2022,92618,0,6540,33.668021,0,1,-117.760631,1
public,Irvine,San Diego,4/27/2021,2022-10-21 00:55:40+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 15555 LCR 07,15555 Laguna Canyon Rd,2022,2021,2022,92618,0,6541,33.668021,0,1,-117.760631,696
public,Irvine,San Diego,4/27/2021,2022-10-21 00:59:17+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 15555 LCR 08,15555 Laguna Canyon Rd,2022,2021,2022,92618,0,6705,33.668043,0,1,-117.760606,1
public,Irvine,San Diego,4/27/2021,2022-10-21 00:59:17+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 15555 LCR 08,15555 Laguna Canyon Rd,2022,2021,2022,92618,0,6706,33.668043,0,1,-117.760606,696
public,Irvine,San Diego,4/27/2021,2022-10-21 01:14:53+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC CBC 125 TECH 01,125 Technology Dr,2022,2021,2022,92618,0,6726,33.662116,0,1,-117.744807,1
public,Irvine,San Diego,4/27/2021,2022-10-21 01:14:53+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC CBC 125 TECH 01,125 Technology Dr,2022,2021,2022,92618,0,6727,33.662116,0,1,-117.744807,696
public,Irvine,San Diego,4/27/2021,2022-10-21 01:14:53+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC CBC 125 TECH 02,123 Technology Dr,2022,2021,2022,92618,0,6741,33.662118,0,1,-117.744781,1
public,Irvine,San Diego,4/27/2021,2022-10-21 01:14:53+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC CBC 125 TECH 02,123 Technology Dr,2022,2021,2022,92618,0,6742,33.662118,0,1,-117.744781,696
public,Irvine,San Joaquin,4/27/2021,2022-10-21 00:55:40+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 525 TECH 06,525 Technology Dr,2022,2021,2022,92618,0,6535,33.671794,0,1,-117.759028,7
public,Irvine,San Joaquin,4/27/2021,2022-10-21 00:55:40+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 15555 LCR 07,15555 Laguna Canyon Rd,2022,2021,2022,92618,0,6550,33.668021,0,1,-117.760631,7
public,Irvine,San Joaquin,4/27/2021,2022-10-21 00:59:17+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 15555 LCR 08,15555 Laguna Canyon Rd,2022,2021,2022,92618,0,6715,33.668043,0,1,-117.760606,7
public,Irvine,San Joaquin,4/27/2021,2022-10-21 01:14:53+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC CBC 125 TECH 01,125 Technology Dr,2022,2021,2022,92618,0,6736,33.662116,0,1,-117.744807,7
public,Irvine,San Joaquin,4/27/2021,2022-10-21 01:14:53+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC CBC 125 TECH 02,123 Technology Dr,2022,2021,2022,92618,0,6751,33.662118,0,1,-117.744781,7
public,Irvine,San Luis Obispo,4/27/2021,2022-10-21 00:55:40+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 525 TECH 06,525 Technology Dr,2022,2021,2022,92618,0,6529,33.671794,0,1,-117.759028,179
public,Irvine,San Luis Obispo,4/27/2021,2022-10-21 00:55:40+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 15555 LCR 07,15555 Laguna Canyon Rd,2022,2021,2022,92618,0,6544,33.668021,0,1,-117.760631,179
public,Irvine,San Luis Obispo,4/27/2021,2022-10-21 00:59:17+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 15555 LCR 08,15555 Laguna Canyon Rd,2022,2021,2022,92618,0,6709,33.668043,0,1,-117.760606,179
public,Irvine,San Luis Obispo,4/27/2021,2022-10-21 01:14:53+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC CBC 125 TECH 01,125 Technology Dr,2022,2021,2022,92618,0,6730,33.662116,0,1,-117.744807,179
public,Irvine,San Luis Obispo,4/27/2021,2022-10-21 01:14:53+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC CBC 125 TECH 02,123 Technology Dr,2022,2021,2022,92618,0,6745,33.662118,0,1,-117.744781,179
public,Irvine,Shasta,4/27/2021,2022-10-21 00:55:40+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 525 TECH 06,525 Technology Dr,2022,2021,2022,92618,0,6533,33.671794,0,1,-117.759028,11
public,Irvine,Shasta,4/27/2021,2022-10-21 00:55:40+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 15555 LCR 07,15555 Laguna Canyon Rd,2022,2021,2022,92618,0,6548,33.668021,0,1,-117.760631,11
public,Irvine,Shasta,4/27/2021,2022-10-21 00:59:17+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 15555 LCR 08,15555 Laguna Canyon Rd,2022,2021,2022,92618,0,6713,33.668043,0,1,-117.760606,11
public,Irvine,Shasta,4/27/2021,2022-10-21 01:14:53+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC CBC 125 TECH 01,125 Technology Dr,2022,2021,2022,92618,0,6734,33.662116,0,1,-117.744807,11
public,Irvine,Shasta,4/27/2021,2022-10-21 01:14:53+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC CBC 125 TECH 02,123 Technology Dr,2022,2021,2022,92618,0,6749,33.662118,0,1,-117.744781,11
public,Irvine,Trinity,4/27/2021,2022-10-21 00:55:40+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 525 TECH 06,525 Technology Dr,2022,2021,2022,92618,0,6538,33.671794,0,1,-117.759028,5
public,Irvine,Trinity,4/27/2021,2022-10-21 00:55:40+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 15555 LCR 07,15555 Laguna Canyon Rd,2022,2021,2022,92618,0,6553,33.668021,0,1,-117.760631,5
public,Irvine,Trinity,4/27/2021,2022-10-21 00:59:17+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 15555 LCR 08,15555 Laguna Canyon Rd,2022,2021,2022,92618,0,6718,33.668043,0,1,-117.760606,5
public,Irvine,Trinity,4/27/2021,2022-10-21 01:14:53+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC CBC 125 TECH 01,125 Technology Dr,2022,2021,2022,92618,0,6739,33.662116,0,1,-117.744807,5
public,Irvine,Trinity,4/27/2021,2022-10-21 01:14:53+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC CBC 125 TECH 02,123 Technology Dr,2022,2021,2022,92618,0,6754,33.662118,0,1,-117.744781,5
public,West Hollywood,Kern,4/30/2021,2022-10-21 01:15:09+00:00,21,30,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,WEHO 7718 SMB #2 (N),7718 Santa Monica Blvd,2022,2021,2022,90046,0,6794,34.090663,0,1,-118.357104,13
public,West Hollywood,Los Angeles,4/30/2021,2022-10-21 01:15:09+00:00,21,30,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,WEHO 7718 SMB #2 (N),7718 Santa Monica Blvd,2022,2021,2022,90046,0,6793,34.090663,0,1,-118.357104,567
public,West Hollywood,Sacramento,4/30/2021,2022-10-21 01:15:09+00:00,21,30,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,WEHO 7718 SMB #2 (N),7718 Santa Monica Blvd,2022,2021,2022,90046,0,6795,34.090663,0,1,-118.357104,8
public,West Hollywood,San Diego,4/30/2021,2022-10-21 01:15:09+00:00,21,30,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,WEHO 7718 SMB #2 (N),7718 Santa Monica Blvd,2022,2021,2022,90046,0,6792,34.090663,0,1,-118.357104,2296
public,Oakland,Alameda,4/2/2021,2022-10-21 01:13:56+00:00,21,2,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,PACIFIC CANNERY STATION 07-08,1195 Pine St,2022,2021,2022,94607,0,5466,37.812468,0,2,-122.30058,338
public,Oakland,Alameda,4/2/2021,2022-10-21 01:13:56+00:00,21,2,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,PACIFIC CANNERY STATION 60-61,1201 Pine St,2022,2021,2022,94607,0,5477,37.812677,0,2,-122.300609,338
public,Oakland,Alameda,4/2/2021,2022-10-21 01:13:56+00:00,21,2,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,PACIFIC CANNERY STATION 70-71,1201 Pine St,2022,2021,2022,94607,0,5488,37.812547,0,2,-122.30041,338
public,Oakland,Alameda,4/2/2021,2022-10-21 01:13:56+00:00,21,2,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,PACIFIC CANNERY STATION 106-107,1201 Pine St,2022,2021,2022,94607,0,5499,37.812707,0,2,-122.300866,338
public,Oakland,Alameda,4/2/2021,2022-10-21 01:13:56+00:00,21,2,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,PACIFIC CANNERY STATION 84-85,1199 Pine St,2022,2021,2022,94607,0,5510,37.812662,0,2,-122.30054,338
public,Oakland,Alameda,4/2/2021,2022-10-21 01:13:56+00:00,21,2,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,PACIFIC CANNERY STATION 104-105,1201 Pine St,2022,2021,2022,94607,0,5521,37.812677,0,2,-122.300827,338
public,Oakland,Alameda,4/2/2021,2022-10-21 01:13:57+00:00,21,2,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,PACIFIC CANNERY STATION 80-81,1201 Pine St,2022,2021,2022,94607,0,5532,37.812681,0,2,-122.30064,338
public,Oakland,Alameda,4/2/2021,2022-10-21 01:13:57+00:00,21,2,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,PACIFIC CANNERY STATION 74-75,1201 Pine St,2022,2021,2022,94607,0,5554,37.812697,0,2,-122.300701,338
public,Oakland,Alameda,4/2/2021,2022-10-21 01:13:57+00:00,21,2,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,PACIFIC CANNERY STATION 76-77,1201 Pine St,2022,2021,2022,94607,0,5565,37.812427,0,2,-122.300318,338
public,Santa Clara,Alameda,4/2/2021,2022-10-21 01:14:24+00:00,21,2,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,SANTA CLARA DON-TRITON,1484 Don Ave,2022,2021,2022,95050,0,5580,37.357502,0,2,-121.95525,572
public,Santa Clara,Alameda,4/2/2021,2022-10-21 01:14:24+00:00,21,2,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,SANTA CLARA DON-TRITON 4,1484 Don Ave,2022,2021,2022,95050,0,5583,37.357494,0,2,-121.955124,572
public,Santa Clara,Alameda,4/2/2021,2022-10-21 01:14:25+00:00,21,2,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,SANTA CLARA MARSALLI PARK 2,1425 Lafayette St,2022,2021,2022,95050,0,5592,37.35445,0,2,-121.94542,572
public,Santa Clara,Alameda,4/2/2021,2022-10-21 01:14:25+00:00,21,2,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,SANTA CLARA MARSALLI PARK 3,1425 Lafayette St,2022,2021,2022,95050,0,5598,37.354397,0,2,-121.945465,572
public,Santa Clara,Alameda,4/2/2021,2022-10-21 01:14:25+00:00,21,2,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,SANTA CLARA MISSION LIB 2,1098 Lexington St,2022,2021,2022,95050,0,5601,37.347333,0,2,-121.944771,572
public,Santa Clara,Alameda,4/2/2021,2022-10-21 01:14:26+00:00,21,2,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,SANTA CLARA UTILITY YARD,1715 Martin Ave,2022,2021,2022,95050,0,5607,37.366425,0,2,-121.957214,572
public,San Bernardino,Fresno,4/2/2021,2022-10-21 01:14:10+00:00,21,2,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,DEPOT WEST LOT #2,1170 W 3rd St,2022,2021,2022,92410,0,5574,34.103892,0,2,-117.311144,32
public,Oakland,Kern,4/2/2021,2022-10-21 01:13:56+00:00,21,2,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,PACIFIC CANNERY STATION 07-08,1195 Pine St,2022,2021,2022,94607,0,5467,37.812468,0,2,-122.30058,5
public,Oakland,Kern,4/2/2021,2022-10-21 01:13:56+00:00,21,2,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,PACIFIC CANNERY STATION 60-61,1201 Pine St,2022,2021,2022,94607,0,5478,37.812677,0,2,-122.300609,5
public,Oakland,Kern,4/2/2021,2022-10-21 01:13:56+00:00,21,2,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,PACIFIC CANNERY STATION 70-71,1201 Pine St,2022,2021,2022,94607,0,5489,37.812547,0,2,-122.30041,5
public,Oakland,Kern,4/2/2021,2022-10-21 01:13:56+00:00,21,2,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,PACIFIC CANNERY STATION 106-107,1201 Pine St,2022,2021,2022,94607,0,5500,37.812707,0,2,-122.300866,5
public,Oakland,Kern,4/2/2021,2022-10-21 01:13:56+00:00,21,2,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,PACIFIC CANNERY STATION 84-85,1199 Pine St,2022,2021,2022,94607,0,5511,37.812662,0,2,-122.30054,5
public,Oakland,Kern,4/2/2021,2022-10-21 01:13:56+00:00,21,2,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,PACIFIC CANNERY STATION 104-105,1201 Pine St,2022,2021,2022,94607,0,5522,37.812677,0,2,-122.300827,5
public,Oakland,Kern,4/2/2021,2022-10-21 01:13:57+00:00,21,2,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,PACIFIC CANNERY STATION 80-81,1201 Pine St,2022,2021,2022,94607,0,5533,37.812681,0,2,-122.30064,5
public,Oakland,Kern,4/2/2021,2022-10-21 01:13:57+00:00,21,2,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,PACIFIC CANNERY STATION 74-75,1201 Pine St,2022,2021,2022,94607,0,5555,37.812697,0,2,-122.300701,5
public,Oakland,Kern,4/2/2021,2022-10-21 01:13:57+00:00,21,2,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,PACIFIC CANNERY STATION 76-77,1201 Pine St,2022,2021,2022,94607,0,5566,37.812427,0,2,-122.300318,5
public,Oakland,Los Angeles,4/2/2021,2022-10-21 01:13:56+00:00,21,2,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,PACIFIC CANNERY STATION 07-08,1195 Pine St,2022,2021,2022,94607,0,5469,37.812468,0,2,-122.30058,1
public,Oakland,Los Angeles,4/2/2021,2022-10-21 01:13:56+00:00,21,2,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,PACIFIC CANNERY STATION 07-08,1195 Pine St,2022,2021,2022,94607,0,5470,37.812468,0,2,-122.30058,423
