Access Type,City,County,Date Opened,Date Updated,Day Confirmation,Day Opening,Day Updated,Ev Connector Types,Ev Network,Ev Pricing,Facility Type,Geocode Status,Last Confirmed Date,Month Confirmation,Month Opening,Month Updated,Renewable Source On Site,Restricted Access,Station Name,Street Address,Year Confirmation,Year Opening,Year Updated,Zip (Final Processed Dataset - Final Processed Dataset.Csv),Dc Fast Count,F1,Latitude,Level1 Count,Level2 Count,Longitude,Number of Vehicles
public,Fresno,Los Angeles,4/14/2021,2022-10-21 01:12:09+00:00,21,14,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,GRANUM PARTNERS NATIONAL 9,20 River Park Pl W,2022,2021,2022,93720,0,6407,36.858118,0,1,-119.788529,130
public,Fresno,Los Angeles,4/14/2021,2022-10-21 01:12:09+00:00,21,14,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,GRANUM PARTNERS NATIONAL 7,20 River Park Pl W,2022,2021,2022,93720,0,6410,36.858138,0,1,-119.788336,130
public,Fresno,Los Angeles,4/14/2021,2022-10-21 01:12:09+00:00,21,14,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,GRANUM PARTNERS NATIONAL 2,20 River Park Pl W,2022,2021,2022,93720,0,6413,36.858134,0,1,-119.788393,130
public,Fresno,Los Angeles,4/14/2021,2022-10-21 01:12:09+00:00,21,14,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,GRANUM PARTNERS NATIONAL 6,20 River Park Pl W,2022,2021,2022,93720,0,6416,36.858114,0,1,-119.788375,130
public,Santa Monica,Riverside,4/14/2021,2022-10-21 00:54:42+00:00,21,14,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,SANTA MONICA  CIVIC EVSE 30,333 Civic Center Dr,2022,2021,2022,90401,0,6387,34.011305,0,1,-118.489451,1
public,Fresno,Sacramento,4/14/2021,2022-10-21 01:12:09+00:00,21,14,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,GRANUM PARTNERS NATIONAL 3,20 River Park Pl W,2022,2021,2022,93720,0,6390,36.858124,0,1,-119.788285,48
public,Fresno,Sacramento,4/14/2021,2022-10-21 01:12:09+00:00,21,14,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,GRANUM PARTNERS NATIONAL 10,20 River Park Pl W,2022,2021,2022,93720,0,6393,36.858117,0,1,-119.788587,48
public,Fresno,Sacramento,4/14/2021,2022-10-21 01:12:09+00:00,21,14,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,GRANUM PARTNERS NATIONAL 8,20 River Park Pl W,2022,2021,2022,93720,0,6396,36.85813,0,1,-119.78845,48
public,Fresno,Sacramento,4/14/2021,2022-10-21 01:12:09+00:00,21,14,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,GRANUM PARTNERS NATIONAL 1,20 River Park Pl W,2022,2021,2022,93720,0,6399,36.858116,0,1,-119.788598,48
public,Fresno,Sacramento,4/14/2021,2022-10-21 01:12:09+00:00,21,14,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,GRANUM PARTNERS NATIONAL 4,20 River Park Pl W,2022,2021,2022,93720,0,6402,36.858133,0,1,-119.788501,48
public,Fresno,Sacramento,4/14/2021,2022-10-21 01:12:09+00:00,21,14,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,GRANUM PARTNERS NATIONAL 5,20 River Park Pl W,2022,2021,2022,93720,0,6405,36.858124,0,1,-119.788348,48
public,Fresno,Sacramento,4/14/2021,2022-10-21 01:12:09+00:00,21,14,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,GRANUM PARTNERS NATIONAL 9,20 River Park Pl W,2022,2021,2022,93720,0,6408,36.858118,0,1,-119.788529,48
public,Fresno,Sacramento,4/14/2021,2022-10-21 01:12:09+00:00,21,14,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,GRANUM PARTNERS NATIONAL 7,20 River Park Pl W,2022,2021,2022,93720,0,6411,36.858138,0,1,-119.788336,48
public,Fresno,Sacramento,4/14/2021,2022-10-21 01:12:09+00:00,21,14,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,GRANUM PARTNERS NATIONAL 2,20 River Park Pl W,2022,2021,2022,93720,0,6414,36.858134,0,1,-119.788393,48
public,Fresno,Sacramento,4/14/2021,2022-10-21 01:12:09+00:00,21,14,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,GRANUM PARTNERS NATIONAL 6,20 River Park Pl W,2022,2021,2022,93720,0,6417,36.858114,0,1,-119.788375,48
public,Santa Monica,San Diego,4/14/2021,2022-10-21 00:54:42+00:00,21,14,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,SANTA MONICA  CIVIC EVSE 30,333 Civic Center Dr,2022,2021,2022,90401,0,6388,34.011305,0,1,-118.489451,493
public,Fresno,Stanislaus,4/14/2021,2022-10-21 01:12:09+00:00,21,14,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,GRANUM PARTNERS NATIONAL 3,20 River Park Pl W,2022,2021,2022,93720,0,6391,36.858124,0,1,-119.788285,45
public,Fresno,Stanislaus,4/14/2021,2022-10-21 01:12:09+00:00,21,14,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,GRANUM PARTNERS NATIONAL 10,20 River Park Pl W,2022,2021,2022,93720,0,6394,36.858117,0,1,-119.788587,45
public,Fresno,Stanislaus,4/14/2021,2022-10-21 01:12:09+00:00,21,14,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,GRANUM PARTNERS NATIONAL 8,20 River Park Pl W,2022,2021,2022,93720,0,6397,36.85813,0,1,-119.78845,45
public,Fresno,Stanislaus,4/14/2021,2022-10-21 01:12:09+00:00,21,14,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,GRANUM PARTNERS NATIONAL 1,20 River Park Pl W,2022,2021,2022,93720,0,6400,36.858116,0,1,-119.788598,45
public,Fresno,Stanislaus,4/14/2021,2022-10-21 01:12:09+00:00,21,14,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,GRANUM PARTNERS NATIONAL 4,20 River Park Pl W,2022,2021,2022,93720,0,6403,36.858133,0,1,-119.788501,45
public,Fresno,Stanislaus,4/14/2021,2022-10-21 01:12:09+00:00,21,14,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,GRANUM PARTNERS NATIONAL 5,20 River Park Pl W,2022,2021,2022,93720,0,6406,36.858124,0,1,-119.788348,45
public,Fresno,Stanislaus,4/14/2021,2022-10-21 01:12:09+00:00,21,14,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,GRANUM PARTNERS NATIONAL 9,20 River Park Pl W,2022,2021,2022,93720,0,6409,36.858118,0,1,-119.788529,45
public,Fresno,Stanislaus,4/14/2021,2022-10-21 01:12:09+00:00,21,14,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,GRANUM PARTNERS NATIONAL 7,20 River Park Pl W,2022,2021,2022,93720,0,6412,36.858138,0,1,-119.788336,45
public,Fresno,Stanislaus,4/14/2021,2022-10-21 01:12:09+00:00,21,14,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,GRANUM PARTNERS NATIONAL 2,20 River Park Pl W,2022,2021,2022,93720,0,6415,36.858134,0,1,-119.788393,45
public,Fresno,Stanislaus,4/14/2021,2022-10-21 01:12:09+00:00,21,14,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,GRANUM PARTNERS NATIONAL 6,20 River Park Pl W,2022,2021,2022,93720,0,6418,36.858114,0,1,-119.788375,45
public,Fresno,Los Angeles,4/16/2021,2022-10-21 01:13:41+00:00,21,16,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,CITY OF FRESNO WOODWRKPRKCHG1,7775 N Friant Rd,2022,2021,2022,93720,0,6430,36.866318,0,1,-119.783069,130
public,Fresno,Los Angeles,4/16/2021,2022-10-21 01:13:41+00:00,21,16,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,CITY OF FRESNO WOODWRKPRKCHG10,7775 N Friant Rd,2022,2021,2022,93720,0,6433,36.866686,0,1,-119.783063,130
public,Fresno,Los Angeles,4/16/2021,2022-10-21 01:13:41+00:00,21,16,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,CITY OF FRESNO WOODWRKPRKCHG8,7775 N Friant Rd,2022,2021,2022,93720,0,6436,36.866361,0,1,-119.783166,130
public,Fresno,Los Angeles,4/16/2021,2022-10-21 01:13:42+00:00,21,16,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,CITY OF FRESNO WOODWRKPRKCHG9,7775 N Friant Rd,2022,2021,2022,93720,0,6439,36.86659,0,1,-119.783087,130
public,Fresno,Los Angeles,4/16/2021,2022-10-21 01:13:42+00:00,21,16,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,CITY OF FRESNO WOODWRKPRKCHG7,7775 N Friant Rd,2022,2021,2022,93720,0,6442,36.866662,0,1,-119.78306,130
public,Fresno,Los Angeles,4/16/2021,2022-10-21 01:13:42+00:00,21,16,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,CITY OF FRESNO WOODWRKPRKCHG5,7775 N Friant Rd,2022,2021,2022,93720,0,6445,36.866648,0,1,-119.783066,130
public,Fresno,Los Angeles,4/16/2021,2022-10-21 01:13:42+00:00,21,16,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,CITY OF FRESNO WOODWRKPRKCHG2,Yosemite Rd,2022,2021,2022,93720,0,6448,36.866966,0,1,-119.783059,130
public,Fresno,Los Angeles,4/16/2021,2022-10-21 01:13:42+00:00,21,16,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,CITY OF FRESNO WOODWRKPRKCHG6,7775 N Friant Rd,2022,2021,2022,93720,0,6451,36.866503,0,1,-119.783134,130
public,Fresno,Los Angeles,4/16/2021,2022-10-21 01:13:42+00:00,21,16,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,CITY OF FRESNO WOODWRKPRKCHG3,7775 n Friant rd,2022,2021,2022,93720,0,6454,36.866754,0,1,-119.783075,130
public,Fresno,Sacramento,4/16/2021,2022-10-21 01:13:41+00:00,21,16,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,CITY OF FRESNO WOODWRKPRKCHG1,7775 N Friant Rd,2022,2021,2022,93720,0,6431,36.866318,0,1,-119.783069,48
public,Fresno,Sacramento,4/16/2021,2022-10-21 01:13:41+00:00,21,16,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,CITY OF FRESNO WOODWRKPRKCHG10,7775 N Friant Rd,2022,2021,2022,93720,0,6434,36.866686,0,1,-119.783063,48
public,Fresno,Sacramento,4/16/2021,2022-10-21 01:13:41+00:00,21,16,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,CITY OF FRESNO WOODWRKPRKCHG8,7775 N Friant Rd,2022,2021,2022,93720,0,6437,36.866361,0,1,-119.783166,48
public,Fresno,Sacramento,4/16/2021,2022-10-21 01:13:42+00:00,21,16,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,CITY OF FRESNO WOODWRKPRKCHG9,7775 N Friant Rd,2022,2021,2022,93720,0,6440,36.86659,0,1,-119.783087,48
public,Fresno,Sacramento,4/16/2021,2022-10-21 01:13:42+00:00,21,16,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,CITY OF FRESNO WOODWRKPRKCHG7,7775 N Friant Rd,2022,2021,2022,93720,0,6443,36.866662,0,1,-119.78306,48
public,Fresno,Sacramento,4/16/2021,2022-10-21 01:13:42+00:00,21,16,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,CITY OF FRESNO WOODWRKPRKCHG5,7775 N Friant Rd,2022,2021,2022,93720,0,6446,36.866648,0,1,-119.783066,48
public,Fresno,Sacramento,4/16/2021,2022-10-21 01:13:42+00:00,21,16,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,CITY OF FRESNO WOODWRKPRKCHG2,Yosemite Rd,2022,2021,2022,93720,0,6449,36.866966,0,1,-119.783059,48
public,Fresno,Sacramento,4/16/2021,2022-10-21 01:13:42+00:00,21,16,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,CITY OF FRESNO WOODWRKPRKCHG6,7775 N Friant Rd,2022,2021,2022,93720,0,6452,36.866503,0,1,-119.783134,48
public,Fresno,Sacramento,4/16/2021,2022-10-21 01:13:42+00:00,21,16,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,CITY OF FRESNO WOODWRKPRKCHG3,7775 n Friant rd,2022,2021,2022,93720,0,6455,36.866754,0,1,-119.783075,48
public,Fresno,Stanislaus,4/16/2021,2022-10-21 01:13:41+00:00,21,16,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,CITY OF FRESNO WOODWRKPRKCHG1,7775 N Friant Rd,2022,2021,2022,93720,0,6432,36.866318,0,1,-119.783069,45
public,Fresno,Stanislaus,4/16/2021,2022-10-21 01:13:41+00:00,21,16,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,CITY OF FRESNO WOODWRKPRKCHG10,7775 N Friant Rd,2022,2021,2022,93720,0,6435,36.866686,0,1,-119.783063,45
public,Fresno,Stanislaus,4/16/2021,2022-10-21 01:13:41+00:00,21,16,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,CITY OF FRESNO WOODWRKPRKCHG8,7775 N Friant Rd,2022,2021,2022,93720,0,6438,36.866361,0,1,-119.783166,45
public,Fresno,Stanislaus,4/16/2021,2022-10-21 01:13:42+00:00,21,16,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,CITY OF FRESNO WOODWRKPRKCHG9,7775 N Friant Rd,2022,2021,2022,93720,0,6441,36.86659,0,1,-119.783087,45
public,Fresno,Stanislaus,4/16/2021,2022-10-21 01:13:42+00:00,21,16,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,CITY OF FRESNO WOODWRKPRKCHG7,7775 N Friant Rd,2022,2021,2022,93720,0,6444,36.866662,0,1,-119.78306,45
public,Fresno,Stanislaus,4/16/2021,2022-10-21 01:13:42+00:00,21,16,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,CITY OF FRESNO WOODWRKPRKCHG5,7775 N Friant Rd,2022,2021,2022,93720,0,6447,36.866648,0,1,-119.783066,45
public,Fresno,Stanislaus,4/16/2021,2022-10-21 01:13:42+00:00,21,16,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,CITY OF FRESNO WOODWRKPRKCHG2,Yosemite Rd,2022,2021,2022,93720,0,6450,36.866966,0,1,-119.783059,45
public,Fresno,Stanislaus,4/16/2021,2022-10-21 01:13:42+00:00,21,16,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,CITY OF FRESNO WOODWRKPRKCHG6,7775 N Friant Rd,2022,2021,2022,93720,0,6453,36.866503,0,1,-119.783134,45
public,Fresno,Stanislaus,4/16/2021,2022-10-21 01:13:42+00:00,21,16,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,CITY OF FRESNO WOODWRKPRKCHG3,7775 n Friant rd,2022,2021,2022,93720,0,6456,36.866754,0,1,-119.783075,45
public,Fresno,Tulare,4/16/2021,2022-10-21 01:12:06+00:00,21,16,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,GRANUM PARTNERS SPRINT 2,6781 N Palm Ave,2022,2021,2022,93704,0,6428,36.836516,0,1,-119.810139,289
public,Fresno,Tulare,4/16/2021,2022-10-21 01:12:07+00:00,21,16,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,GRANUM PARTNERS SPRINT 3,6781 N Palm Ave,2022,2021,2022,93704,0,6429,36.836493,0,1,-119.810139,289
public,Oakland,Alameda,4/18/2021,2022-10-21 01:13:31+00:00,21,18,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,PACIFIC CANNERY STATION 112,1201 Pine St,2022,2021,2022,94607,0,6482,37.812449,0,1,-122.300463,338
public,Oakland,Kern,4/18/2021,2022-10-21 01:13:31+00:00,21,18,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,PACIFIC CANNERY STATION 112,1201 Pine St,2022,2021,2022,94607,0,6483,37.812449,0,1,-122.300463,5
public,Oakland,Los Angeles,4/18/2021,2022-10-21 01:13:31+00:00,21,18,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,PACIFIC CANNERY STATION 112,1201 Pine St,2022,2021,2022,94607,0,6485,37.812449,0,1,-122.300463,1
public,Oakland,Los Angeles,4/18/2021,2022-10-21 01:13:31+00:00,21,18,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,PACIFIC CANNERY STATION 112,1201 Pine St,2022,2021,2022,94607,0,6486,37.812449,0,1,-122.300463,423
public,Oakland,Orange,4/18/2021,2022-10-21 01:13:31+00:00,21,18,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,PACIFIC CANNERY STATION 112,1201 Pine St,2022,2021,2022,94607,0,6478,37.812449,0,1,-122.300463,886
public,Oakland,Orange,4/18/2021,2022-10-21 01:13:31+00:00,21,18,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,PACIFIC CANNERY STATION 112,1201 Pine St,2022,2021,2022,94607,0,6481,37.812449,0,1,-122.300463,511
public,Oakland,Sacramento,4/18/2021,2022-10-21 01:13:31+00:00,21,18,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,PACIFIC CANNERY STATION 112,1201 Pine St,2022,2021,2022,94607,0,6484,37.812449,0,1,-122.300463,349
public,Oakland,Santa Barbara,4/18/2021,2022-10-21 01:13:31+00:00,21,18,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,PACIFIC CANNERY STATION 112,1201 Pine St,2022,2021,2022,94607,0,6480,37.812449,0,1,-122.300463,172
public,Oakland,Sonoma,4/18/2021,2022-10-21 01:13:31+00:00,21,18,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,PACIFIC CANNERY STATION 112,1201 Pine St,2022,2021,2022,94607,0,6479,37.812449,0,1,-122.300463,345
public,Oakland,Stanislaus,4/18/2021,2022-10-21 01:13:31+00:00,21,18,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,PACIFIC CANNERY STATION 112,1201 Pine St,2022,2021,2022,94607,0,6487,37.812449,0,1,-122.300463,43
public,Oakland,Stanislaus,4/18/2021,2022-10-21 01:13:31+00:00,21,18,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,PACIFIC CANNERY STATION 112,1201 Pine St,2022,2021,2022,94607,0,6488,37.812449,0,1,-122.300463,36
public,Torrance,Alameda,4/20/2021,2022-10-21 00:44:20+00:00,21,20,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,TMMC PARKING STATION 7,23226-23276 Early Ave,2022,2021,2022,90505,0,6507,33.813865,0,1,-118.343413,306
public,Torrance,Marin,4/20/2021,2022-10-21 00:44:20+00:00,21,20,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,TMMC PARKING STATION 7,23226-23276 Early Ave,2022,2021,2022,90505,0,6508,33.813865,0,1,-118.343413,624
public,Torrance,Stanislaus,4/20/2021,2022-10-21 00:44:20+00:00,21,20,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,TMMC PARKING STATION 7,23226-23276 Early Ave,2022,2021,2022,90505,0,6509,33.813865,0,1,-118.343413,15
public,Carlsbad,Monterey,4/24/2021,2022-10-21 01:10:45+00:00,21,24,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,GILDRED SINGLE ENCIN #1,5441 Avenida Encinas,2022,2021,2022,92008,0,6519,33.128004,0,1,-117.327478,3
public,Irvine,Fresno,4/27/2021,2022-10-21 00:55:40+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 525 TECH 06,525 Technology Dr,2022,2021,2022,92618,0,6530,33.671794,0,1,-117.759028,63
public,Irvine,Fresno,4/27/2021,2022-10-21 00:55:40+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 15555 LCR 07,15555 Laguna Canyon Rd,2022,2021,2022,92618,0,6545,33.668021,0,1,-117.760631,63
public,Irvine,Fresno,4/27/2021,2022-10-21 00:59:17+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 15555 LCR 08,15555 Laguna Canyon Rd,2022,2021,2022,92618,0,6710,33.668043,0,1,-117.760606,63
public,Irvine,Fresno,4/27/2021,2022-10-21 01:14:53+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC CBC 125 TECH 01,125 Technology Dr,2022,2021,2022,92618,0,6731,33.662116,0,1,-117.744807,63
public,Irvine,Fresno,4/27/2021,2022-10-21 01:14:53+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC CBC 125 TECH 02,123 Technology Dr,2022,2021,2022,92618,0,6746,33.662118,0,1,-117.744781,63
public,Irvine,Los Angeles,4/27/2021,2022-10-21 00:55:40+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 525 TECH 06,525 Technology Dr,2022,2021,2022,92618,0,6524,33.671794,0,1,-117.759028,1202
public,Irvine,Los Angeles,4/27/2021,2022-10-21 00:55:40+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 15555 LCR 07,15555 Laguna Canyon Rd,2022,2021,2022,92618,0,6539,33.668021,0,1,-117.760631,1202
public,Irvine,Los Angeles,4/27/2021,2022-10-21 00:59:17+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 15555 LCR 08,15555 Laguna Canyon Rd,2022,2021,2022,92618,0,6704,33.668043,0,1,-117.760606,1202
public,Irvine,Los Angeles,4/27/2021,2022-10-21 01:14:53+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC CBC 125 TECH 01,125 Technology Dr,2022,2021,2022,92618,0,6725,33.662116,0,1,-117.744807,1202
public,Irvine,Los Angeles,4/27/2021,2022-10-21 01:14:53+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC CBC 125 TECH 02,123 Technology Dr,2022,2021,2022,92618,0,6740,33.662118,0,1,-117.744781,1202
public,Irvine,Nevada,4/27/2021,2022-10-21 00:55:40+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 525 TECH 06,525 Technology Dr,2022,2021,2022,92618,0,6537,33.671794,0,1,-117.759028,16
public,Irvine,Nevada,4/27/2021,2022-10-21 00:55:40+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 15555 LCR 07,15555 Laguna Canyon Rd,2022,2021,2022,92618,0,6552,33.668021,0,1,-117.760631,16
public,Irvine,Nevada,4/27/2021,2022-10-21 00:59:17+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 15555 LCR 08,15555 Laguna Canyon Rd,2022,2021,2022,92618,0,6717,33.668043,0,1,-117.760606,16
public,Irvine,Nevada,4/27/2021,2022-10-21 01:14:53+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC CBC 125 TECH 01,125 Technology Dr,2022,2021,2022,92618,0,6738,33.662116,0,1,-117.744807,16
public,Irvine,Nevada,4/27/2021,2022-10-21 01:14:53+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC CBC 125 TECH 02,123 Technology Dr,2022,2021,2022,92618,0,6753,33.662118,0,1,-117.744781,16
public,Irvine,Orange,4/27/2021,2022-10-21 00:55:40+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 525 TECH 06,525 Technology Dr,2022,2021,2022,92618,0,6527,33.671794,0,1,-117.759028,1310
public,Irvine,Orange,4/27/2021,2022-10-21 00:55:40+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 525 TECH 06,525 Technology Dr,2022,2021,2022,92618,0,6531,33.671794,0,1,-117.759028,740
public,Irvine,Orange,4/27/2021,2022-10-21 00:55:40+00:00,21,27,21,J1772,ChargePoint Network,unknown,unknown,GPS,10/21/2022,10,4,10,unknown,unknown,IRVINE  CO  OFC DP 15555 LCR 07,15555 Laguna Canyon Rd,2022,2021,2022,92618,0,6542,33.668021,0,1,-117.760631,1310
